work_id,work_status,reported_progress_pct,visual_progress_pct,visual_consistency_score,visual_mismatch_score,image_evidence_status,data_source
WS/MP423/2024-2025/133965-Construction of rainwater harvesting structures,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133966-Construction of rainwater harvesting structures,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133967-Construction of rainwater harvesting structures,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133968-Construction of rainwater harvesting structures,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133969-Construction of rainwater harvesting structures,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133970-Construction of rainwater harvesting structures,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133971-Installing community drinking water plants,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133973-Street lights,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133975-Street lights,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/133976-Street lights,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18032/2024-2025/134022-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18032/2024-2025/134023-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18032/2024-2025/134024-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18032/2024-2025/134025-Purchase of furniture and fixtures for educational purposes,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18032/2024-2025/134026-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18032/2025-2026/134031-Construction of buildings for crèches and anganwadies,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18032/2024-2025/134034-Development of public parks,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18032/2024-2025/134035-Development of public parks,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18032/2024-2025/134037-Development of public parks,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18032/2024-2025/134038-Installing tube-wells and borewells,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18032/2024-2025/134039-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18032/2024-2025/134041-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134091-Purchase of vans and buses for educational institutions,Work partially Completed,60,57,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134092-Lighting of public spaces,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP632/2024-2025/134093-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134094-Lighting of public spaces,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP632/2024-2025/134095-Purchase of IT systems, including hardware and software for educational purposes",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134096-Lighting of public spaces,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134100-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134101-Lighting of public spaces,Sanction,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134102-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134103-Lighting of public spaces,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134104-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2024-2025/134105-Lighting of public spaces,Sanction,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP632/2024-2025/134106-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP632/2025-2026/134107-Providing supply pipelines for drinking water,Sanction,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/134123-Construction of rooms and halls in school and colleges,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP345/2024-2025/134136-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/134137-Construction of buildings for community cultural activities,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP345/2024-2025/134140-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/134143-Construction of buildings for community cultural activities,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/134144-Construction of buildings for community cultural activities,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/134145-Construction of buildings for community cultural activities,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18182/2024-2025/134222-Construction of boundary walls of existing public and community buildings,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18182/2024-2025/134223-Construction of boundary walls of existing public and community buildings,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18182/2024-2025/134224-Construction of boundary walls of existing public and community buildings,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18182/2024-2025/134225-Construction of boundary walls of existing public and community buildings,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18067/2025-2026/134321-Construction of water tanks,Work partially Completed,60,53,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18067/2025-2026/134322-Construction of community centers and community halls,Work partially Completed,60,60,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18067/2025-2026/134323-Installation of multi-gym equipment,Work partially Completed,60,59,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134327-Street lights,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134328-Street lights,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134329-Construction of common work sheds/ common covered sitting area,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134330-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134331-Construction of common work sheds/ common covered sitting area,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134332-Construction of community centers and community halls,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134334-Providing drains and gutters for public drainage,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134337-Installing community drinking water plants,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP485/2024-2025/134338-Construction of common work sheds/ common covered sitting area,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP389/2024-2025/134429-Construction of buildings for community cultural activities,Work partially Completed,60,58,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18065/2024-2025/134434-Construction of buildings for community cultural activities,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP858/2024-2025/134457-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
